timestamp,cause,delay,line,message
2015-05-12 10:18:00,expressed,0,silver,A Wiehle-Reston East-bound Silver Line train at Benning Road was offloaded due to a brake problem. Several trains were single tracked around the incident train and several trains were offloaded and turned back for schedule adherence/improved train spacing. Passengers experienced a 19-minute delay.
2015-05-12 10:51:00,track problem,6,red,A Silver Spring-bound Red Line train at Bethesda was delayed 6 minutes due to a track problem.
2015-05-12 11:17:00,door problem,12,orange,A Vienna-bound Orange Line train at Clarendon was offloaded due to a door problem. Passengers experienced a 12-minute delay.
2015-05-12 12:27:00,track problem,9,orange,A New Carrollton-bound Orange Line train at Vienna was delayed 9 minutes due to a track problem.
2015-05-12 12:38:00,door problem,4,blue,A Franconia-Springfield-bound Blue Line train at L'Enfant Plaza was delayed 4 minutes due to a door problem.
2015-05-12 13:47:00,misc,12,orange,A Vienna-bound Orange Line train at West Falls Church was offloaded due to a medical emergency. Passengers experienced a 12-minute delay.
2015-05-12 16:02:00,expressed,0,orange,A New Carrollton-bound Orange Line train at Cheverly was expressed for schedule adherence/improved train spacing.
2015-05-12 16:10:00,signal problem,4,red,A Glenmont-bound Red Line train at Brookland was delayed 4 minutes due to a signal problem.
2015-05-12 16:17:00,did not operate,6,orange,"A New Carrollton-bound Orange Line train at Vienna did not operate, resulting in a 6-minute gap in service."
2015-05-12 16:22:00,expressed,0,orange,A Vienna-bound Orange Line train at Minnesota Avenue was expressed for schedule adherence/improved train spacing.
2015-05-12 16:42:00,did not operate,6,orange,"A Vienna-bound Orange Line train at New Carrollton did not operate, resulting in a 6-minute gap in service."
2015-05-12 17:14:00,door problem,13,red,A Shady Grove-bound Red Line train at Woodley Park was offloaded due to a door problem. Passengers experienced a 13-minute delay.
2015-05-12 18:00:00,expressed,0,orange,A Vienna-bound Orange Line train at Landover was expressed for schedule adherence/improved train spacing.
2015-05-12 18:21:00,expressed,0,red,A Shady Grove-bound Red Line train at Twinbrook was expressed for schedule adherence/improved train spacing.
2015-05-12 18:19:00,operational problem,7,red,A Silver Spring-bound Red Line train at Friendship Heights was delayed 7 minutes due to an operational problem.
2015-05-12 18:50:00,brake problem,4,red,A Glenmont-bound Red Line train at Medical Center was offloaded due to a brake problem. Passengers experienced a 4-minute delay.
2015-05-12 20:05:00,misc,60,silver,"Due to police activity, Silver Line service was suspended between West Falls Church and Tysons Corner until 9:30 p.m. Shuttle bus service was provided. Passengers experienced delays up to 60 minutes."
2015-05-11 06:35:00,door problem,6,red,A Silver Spring-bound Red Line train at Gallery Place was offloaded due to a door problem. Passengers experienced a 6-minute delay.
2015-05-11 06:37:00,operational problem,6,green,A Greenbelt-bound Green Line train at Naylor Road did not service the station due to an operational problem. Passengers experienced a 6-minute delay.
2015-05-11 06:40:00,did not operate,6,green,"A Branch Avenue-bound Green Line train at Greenbelt did not operate, resulting in a 6-minute gap in service."
2015-05-11 06:54:00,operational problem,6,blue,A Franconia-Springfield-bound Blue Line train at Van Dorn Street was delayed 6 minutes due to an operational problem.
2015-05-11 07:03:00,did not operate,6,green,"A Branch Avenue-bound Green Line train at Greenbelt did not operate, resulting in a 6-minute gap in service."
2015-05-11 07:10:00,did not operate,6,orange,"A Vienna-bound Orange Line train at New Carrollton did not operate, resulting in a 6-minute gap in service."
2015-05-11 07:10:00,expressed,0,blue,A Franconia-Springfield-bound Blue Line train at Addison Road reported a track problem. Several trains were single tracked around the incident train and several trains were offloaded and turned back for schedule adherence/improved train spacing. Passengers experienced delays up to 40 minutes until approximately
2015-05-11 07:10:00,did not operate,8,orange,"A Vienna-bound Orange Line train at New Carrollton did not operate, resulting in an 8-minute gap in service."
2015-05-11 07:17:00,brake problem,8,silver,A Wiehle-Reston East-bound Silver Line train at McPherson Square was offloaded due to a brake problem. Passengers experienced an 8-minute delay.
2015-05-11 07:57:00,did not operate,6,green,"A Greenbelt-bound Green Line train at Branch Avenue did not operate, resulting in a 6-minute gap in service."
2015-05-11 08:45:00,expressed,0,blue,A Largo Town Center-bound Blue Line train at Pentagon was rerouted to Greenbelt for schedule adherence/improved train spacing.
2015-05-11 08:57:00,misc,,silver,A Wiehle-Reston East-bound Silver Line train at Potomac Avenue was offloaded due to a medical emergency.
2015-05-11 09:18:00,track problem,,blue,A Largo Town Center-bound Blue Line train at Pentagon was offloaded due to a track problem.
2015-05-11 09:54:00,brake problem,6,red,A Glenmont-bound Red Line train at Medical Center was offloaded due to a brake problem. Passengers experienced a 6-minute delay.
2015-05-11 11:57:00,door problem,,orange,A Vienna-bound Orange Line train at Capitol South was offloaded due to a door problem.
2015-05-11 14:04:00,track problem,,blue,A Largo Town Center-bound Blue Line train at Federal Center SW was offloaded due to a track problem.
2015-05-11 15:19:00,did not operate,6,silver,"A Wiehle-Reston East-bound Silver Line train at Largo Town Center did not operate, resulting in a 6-minute gap in service."
2015-05-11 15:35:00,did not operate,6,yellow,"A Mt. Vernon Square-bound Yellow Line train at Huntington did not operate, resulting in a 6-minute gap in service."
2015-05-11 16:12:00,equipment problem,6,silver,A Largo Town Center-bound Silver Line train at Stadium-Armory was offloaded due to an equipment problem. Passengers experienced a 6-minute delay.
2015-05-11 16:31:00,signal problem,18,blue,A Largo Town Center-bound Blue Line train at Stadium-Armory was delayed 18 minutes due to a signal problem.
2015-05-11 17:21:00,expressed,0,orange,A New Carrollton-bound Orange Line train at Court House was offloaded due to a brake problem. A second New Carrollton-bound Orange Line train was offloaded and used to recover the incident train. Several trains were single tracked around the incident train and other trains were offloaded and turned back for schedule adherence/improved train spacing. Passengers experienced delays up to 30 minutes.
2015-05-11 17:51:00,misc,4,silver,A Wiehle-Reston East-bound Silver Line train at Rosslyn was delayed 4 minutes due to a medical emergency.
2015-05-11 17:59:00,door problem,7,red,A Shady Grove-bound Red Line train at Woodley Park was offloaded due to a door problem. Passengers experienced a 7-minute delay.
2015-05-11 18:41:00,brake problem,6,blue,A Largo Town Center-bound Blue Line train at Potomac Avenue was offloaded due to a brake problem. Passengers experienced a 6-minute delay.
2015-05-11 19:23:00,door problem,7,yellow,A Mt. Vernon Square-bound Yellow Line train at Ronald Reagan Washington National Airport was offloaded due to a door problem. Passengers experienced a 7-minute delay.
2015-05-10 01:21:00,brake problem,13,yellow,A Huntington-bound Yellow Line train at Ronald Reagan Washington National Airport was offloaded due to a brake problem. Passengers experienced a 13-minute delay.
2015-05-10 06:36:00,equipment problem,6,orange,A Vienna-bound Orange Line train at Cheverly was delayed 6 minutes due to late clearing track equipment.
2015-05-10 12:35:00,door problem,14,orange,A Vienna-bound Orange Line train at Minnesota Avenue was offloaded due to a passenger interfering with door operations. Passengers experienced a 14-minute delay.
2015-05-10 14:42:00,track problem,7,red,A Glenmont-bound Red Line train at Friendship Heights was delayed 7 minutes due to a track problem.
2015-05-10 14:47:00,equipment problem,10,red,A Shady Grove-bound Red Line train at Fort Totten was offloaded due to an equipment problem. Passengers experienced a 10-minute delay.
2015-05-10 18:58:00,brake problem,9,blue,A Franconia-Springfield-bound Blue Line train at Foggy Bottom was offloaded due to a brake problem. Passengers experienced a 9-minute delay.
2015-05-10 20:09:00,brake problem,6,blue,A Franconia-Springfield-bound Blue Line train at Metro Center was offloaded due to a brake problem. Passengers experienced a 6-minute delay.
2015-05-10 20:15:00,expressed,0,silver,A Largo Town Center-bound Silver Line train at Eastern Market was offloaded and turned back for schedule adherence/improved train spacing. Passengers experienced an 8-minute delay.
2015-05-10 21:35:00,track problem,9,blue,A Largo Town Center-bound Blue Line train at Foggy Bottom was delayed 9 minutes due to a track problem.
2015-05-10 23:05:00,brake problem,15,orange,A Vienna-bound Orange Line train at Landover was offloaded due to a brake problem. Passengers experienced a 15-minute delay.
2015-05-09 00:44:00,equipment problem,8,blue,A Franconia-Springfield-bound Blue Line train at King Street was delayed 8 minutes due to an equipment problem.
2015-05-09 02:44:00,brake problem,4,blue,A Franconia-Springfield-bound Blue Line train at Ronald Reagan Washington National Airport was offloaded due to a brake problem. Passengers experienced a 4-minute delay.
2015-05-09 05:33:00,brake problem,13,red,A Shady Grove-bound Red Line train at Brookland was offloaded due to a brake problem. Passengers experienced a 13-minute delay.
2015-05-09 08:25:00,brake problem,18,yellow,A Huntington-bound Yellow Line train at Ronald Reagan Washington National Airport was offloaded due to a brake problem. Passengers experienced an 18-minute delay.
2015-05-09 11:40:00,brake problem,12,green,A Greenbelt-bound Green Line train at Prince George's Plaza was offloaded due to a brake problem. Passengers experienced a 12-minute delay.
2015-05-09 15:07:00,did not operate,6,red,"A Glenmont-bound Red Line train at Shady Grove did not operate, resulting in a 6-minute gap in service."
2015-05-09 15:11:00,operational problem,6,orange,A Vienna-bound Orange Line train at Clarendon was delayed 6 minutes due to an operational problem.
2015-05-09 15:42:00,did not operate,6,red,"A Grosvenor-Strathmore-bound Red Line train at Silver Spring did not operate, resulting in a 6-minute gap in service."
2015-05-09 19:35:00,operational problem,4,red,A Shady Grove-bound Red Line train at Glenmont was delayed 4 minutes due to an operational problem.
2015-05-08 05:35:00,operational problem,5,blue,A Franconia-Springfield-bound Blue Line train at Largo Town Center was delayed 5 minutes due to an operational problem.
2015-05-08 07:54:00,door problem,8,orange,A Vienna-bound Orange Line train at Smithsonian was offloaded due to a door problem. Passengers experienced an 8-minute delay.
2015-05-08 08:29:00,did not operate,6,orange,"A New Carrollton-bound Orange Line train at Dunn Loring did not operate, resulting in a 6-minute gap in service."
2015-05-08 08:37:00,expressed,0,orange,A Vienna-bound Orange Line train at Dunn Loring was expressed for schedule adherence/improved train spacing.
2015-05-08 08:49:00,operational problem,6,red,A Glenmont-bound Red Line train at Twinbrook did not service the station due to an operational problem. Passengers experienced a 6-minute delay.
2015-05-08 09:57:00,expressed,0,blue,A Largo Town Center-bound Blue Line train at Morgan Boulevard was expressed for schedule adherence/improved train spacing.
2015-05-08 10:03:00,expressed,0,silver,A Largo Town Center-bound Silver Line train at Capitol Heights was expressed for schedule adherence/improved train spacing.
2015-05-08 12:45:00,operational problem,4,red,A Shady Grove-bound Red Line train at Judiciary Square was delayed 4 minutes due to an operational problem.
